split,track,stem,start_sec,end_sec,rms_dbfs,active_frame_ratio
train,ANiMAL - Easy Tiger,other,120.000,130.000,-23.981,0.755000
train,ANiMAL - Easy Tiger,mixture,130.000,140.000,-17.991,1.000000
train,ANiMAL - Easy Tiger,vocals,130.000,140.000,-24.758,0.985000
train,ANiMAL - Easy Tiger,drums,130.000,140.000,-23.851,0.810000
train,ANiMAL - Easy Tiger,bass,130.000,140.000,-24.953,0.760000
train,ANiMAL - Easy Tiger,other,130.000,140.000,-22.930,0.630000
train,ANiMAL - Easy Tiger,mixture,140.000,150.000,-17.635,1.000000
train,ANiMAL - Easy Tiger,vocals,140.000,150.000,-25.197,0.985000
train,ANiMAL - Easy Tiger,drums,140.000,150.000,-23.701,0.795000
train,ANiMAL - Easy Tiger,bass,140.000,150.000,-22.954,0.665000
train,ANiMAL - Easy Tiger,other,140.000,150.000,-23.429,0.725000
train,ANiMAL - Easy Tiger,mixture,150.000,160.000,-17.300,1.000000
train,ANiMAL - Easy Tiger,vocals,150.000,160.000,-26.396,0.995000
train,ANiMAL - Easy Tiger,drums,150.000,160.000,-23.804,0.815000
train,ANiMAL - Easy Tiger,bass,150.000,160.000,-21.843,0.640000
train,ANiMAL - Easy Tiger,other,150.000,160.000,-23.072,0.745000
train,ANiMAL - Easy Tiger,mixture,160.000,170.000,-17.287,1.000000
train,ANiMAL - Easy Tiger,vocals,160.000,170.000,-26.453,0.995000
train,ANiMAL - Easy Tiger,drums,160.000,170.000,-23.623,0.820000
train,ANiMAL - Easy Tiger,bass,160.000,170.000,-21.487,0.670000
train,ANiMAL - Easy Tiger,other,160.000,170.000,-23.592,0.990000
train,ANiMAL - Easy Tiger,mixture,170.000,180.000,-18.911,1.000000
train,ANiMAL - Easy Tiger,vocals,170.000,180.000,-26.600,1.000000
train,ANiMAL - Easy Tiger,drums,170.000,180.000,-25.902,0.510000
train,ANiMAL - Easy Tiger,bass,170.000,180.000,-25.404,0.505000
train,ANiMAL - Easy Tiger,other,170.000,180.000,-22.973,0.965000
train,ANiMAL - Easy Tiger,mixture,180.000,190.000,-18.153,1.000000
train,ANiMAL - Easy Tiger,vocals,180.000,190.000,-26.806,0.985000
train,ANiMAL - Easy Tiger,drums,180.000,190.000,-23.747,0.810000
train,ANiMAL - Easy Tiger,bass,180.000,190.000,-23.935,0.740000
train,ANiMAL - Easy Tiger,other,180.000,190.000,-22.649,1.000000
train,ANiMAL - Easy Tiger,mixture,190.000,200.000,-17.639,1.000000
train,ANiMAL - Easy Tiger,vocals,190.000,200.000,-22.964,0.985000
train,ANiMAL - Easy Tiger,drums,190.000,200.000,-22.359,0.990000
train,ANiMAL - Easy Tiger,bass,190.000,200.000,-23.591,0.950000
train,ANiMAL - Easy Tiger,other,190.000,200.000,-26.467,1.000000
train,ANiMAL - Easy Tiger,mixture,200.000,205.658,-18.216,0.982301
train,ANiMAL - Easy Tiger,vocals,200.000,205.658,-23.164,0.982301
train,ANiMAL - Easy Tiger,drums,200.000,205.658,-22.474,0.902655
train,ANiMAL - Easy Tiger,bass,200.000,205.658,-24.653,0.831858
train,ANiMAL - Easy Tiger,other,200.000,205.658,-28.364,0.920354
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,0.000,10.000,-22.367,0.670000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,0.000,10.000,-240.000,0.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,0.000,10.000,-29.526,0.305000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,0.000,10.000,-32.336,0.235000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,0.000,10.000,-23.811,0.670000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,10.000,20.000,-19.388,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,10.000,20.000,-30.863,0.120000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,10.000,20.000,-24.181,0.750000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,10.000,20.000,-24.739,0.975000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,10.000,20.000,-24.607,0.940000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,20.000,30.000,-20.269,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,20.000,30.000,-25.906,0.775000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,20.000,30.000,-25.035,0.735000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,20.000,30.000,-27.492,0.890000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,20.000,30.000,-26.588,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,30.000,40.000,-19.358,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,30.000,40.000,-24.931,0.785000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,30.000,40.000,-24.216,0.860000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,30.000,40.000,-27.186,0.925000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,30.000,40.000,-25.315,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,40.000,50.000,-18.414,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,40.000,50.000,-24.567,0.700000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,40.000,50.000,-24.271,0.810000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,40.000,50.000,-27.395,0.905000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,40.000,50.000,-22.840,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,50.000,60.000,-16.542,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,50.000,60.000,-22.369,0.580000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,50.000,60.000,-21.380,0.990000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,50.000,60.000,-24.465,0.935000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,50.000,60.000,-22.501,0.920000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,60.000,70.000,-17.536,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,60.000,70.000,-24.324,0.400000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,60.000,70.000,-22.645,0.810000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,60.000,70.000,-26.022,0.715000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,60.000,70.000,-22.242,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,70.000,80.000,-16.296,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,70.000,80.000,-20.594,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,70.000,80.000,-22.422,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,70.000,80.000,-23.118,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,70.000,80.000,-23.882,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,80.000,90.000,-16.249,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,80.000,90.000,-20.225,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,80.000,90.000,-22.372,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,80.000,90.000,-23.628,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,80.000,90.000,-23.905,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,90.000,100.000,-19.256,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,90.000,100.000,-57.463,0.030000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,90.000,100.000,-22.910,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,90.000,100.000,-25.073,0.945000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,90.000,100.000,-24.246,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,100.000,110.000,-19.324,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,100.000,110.000,-27.728,0.450000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,100.000,110.000,-24.049,0.870000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,100.000,110.000,-25.131,0.930000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,100.000,110.000,-25.471,0.935000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,110.000,120.000,-18.857,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,110.000,120.000,-23.374,0.770000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,110.000,120.000,-24.404,0.840000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,110.000,120.000,-27.831,0.890000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,110.000,120.000,-24.745,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,120.000,130.000,-19.157,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,120.000,130.000,-24.441,0.590000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,120.000,130.000,-24.431,0.840000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,120.000,130.000,-28.208,0.905000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,120.000,130.000,-24.828,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,130.000,140.000,-18.261,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,130.000,140.000,-23.864,0.800000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,130.000,140.000,-23.692,0.890000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,130.000,140.000,-26.862,0.910000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,130.000,140.000,-23.357,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,140.000,150.000,-16.486,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,140.000,150.000,-24.654,0.415000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,140.000,150.000,-20.419,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,140.000,150.000,-23.730,0.990000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,140.000,150.000,-22.307,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,150.000,160.000,-15.393,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,150.000,160.000,-19.378,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,150.000,160.000,-21.152,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,150.000,160.000,-23.920,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,150.000,160.000,-22.598,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,160.000,170.000,-16.325,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,160.000,170.000,-20.840,0.995000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,160.000,170.000,-22.327,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,160.000,170.000,-23.403,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,160.000,170.000,-23.216,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,170.000,180.000,-16.916,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,170.000,180.000,-21.352,0.835000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,170.000,180.000,-22.800,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,170.000,180.000,-24.864,0.960000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,170.000,180.000,-23.538,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",mixture,180.000,190.000,-18.241,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",vocals,180.000,190.000,-26.133,0.295000
train,"Jokers, Jacks & Kings - Sea Of Leaves",drums,180.000,190.000,-22.835,1.000000
train,"Jokers, Jacks & Kings - Sea Of Leaves",bass,180.000,190.000,-25.436,0.915000
train,"Jokers, Jacks & Kings - Sea Of Leaves",other,180.000,190.000,-23.313,1.000000
train,Young Griffo - Pennies,mixture,0.000,10.000,-61.732,0.005000
train,Young Griffo - Pennies,vocals,0.000,10.000,-240.000,0.000000
train,Young Griffo - Pennies,drums,0.000,10.000,-63.446,0.005000
train,Young Griffo - Pennies,bass,0.000,10.000,-66.988,0.000000
train,Young Griffo - Pennies,other,0.000,10.000,-77.048,0.000000
train,Young Griffo - Pennies,mixture,10.000,20.000,-20.347,0.815000
train,Young Griffo - Pennies,vocals,10.000,20.000,-65.757,0.000000
train,Young Griffo - Pennies,drums,10.000,20.000,-25.572,0.415000
train,Young Griffo - Pennies,bass,10.000,20.000,-24.534,0.335000
train,Young Griffo - Pennies,other,10.000,20.000,-25.456,0.725000
train,Young Griffo - Pennies,mixture,20.000,30.000,-16.859,1.000000
train,Young Griffo - Pennies,vocals,20.000,30.000,-24.001,0.670000
train,Young Griffo - Pennies,drums,20.000,30.000,-22.777,0.960000
train,Young Griffo - Pennies,bass,20.000,30.000,-20.504,0.970000
train,Young Griffo - Pennies,other,20.000,30.000,-26.440,0.995000
train,Young Griffo - Pennies,mixture,30.000,40.000,-17.456,1.000000
train,Young Griffo - Pennies,vocals,30.000,40.000,-24.042,0.635000
train,Young Griffo - Pennies,drums,30.000,40.000,-22.887,0.970000
train,Young Griffo - Pennies,bass,30.000,40.000,-21.253,0.965000
train,Young Griffo - Pennies,other,30.000,40.000,-28.071,1.000000
train,Young Griffo - Pennies,mixture,40.000,50.000,-16.470,1.000000
train,Young Griffo - Pennies,vocals,40.000,50.000,-23.968,0.675000
train,Young Griffo - Pennies,drums,40.000,50.000,-21.788,0.990000
train,Young Griffo - Pennies,bass,40.000,50.000,-20.481,0.875000
train,Young Griffo - Pennies,other,40.000,50.000,-25.388,0.975000
train,Young Griffo - Pennies,mixture,50.000,60.000,-15.589,1.000000
train,Young Griffo - Pennies,vocals,50.000,60.000,-21.905,1.000000
train,Young Griffo - Pennies,drums,50.000,60.000,-21.559,1.000000
train,Young Griffo - Pennies,bass,50.000,60.000,-19.899,0.805000
train,Young Griffo - Pennies,other,50.000,60.000,-24.757,0.870000
train,Young Griffo - Pennies,mixture,60.000,70.000,-15.777,1.000000
train,Young Griffo - Pennies,vocals,60.000,70.000,-22.142,0.970000
train,Young Griffo - Pennies,drums,60.000,70.000,-22.299,1.000000
train,Young Griffo - Pennies,bass,60.000,70.000,-19.757,0.920000
train,Young Griffo - Pennies,other,60.000,70.000,-23.738,0.935000
train,Young Griffo - Pennies,mixture,70.000,80.000,-15.217,1.000000
train,Young Griffo - Pennies,vocals,70.000,80.000,-21.543,0.995000
train,Young Griffo - Pennies,drums,70.000,80.000,-23.315,1.000000
train,Young Griffo - Pennies,bass,70.000,80.000,-18.774,1.000000
train,Young Griffo - Pennies,other,70.000,80.000,-22.746,1.000000
train,Young Griffo - Pennies,mixture,80.000,90.000,-15.518,1.000000
train,Young Griffo - Pennies,vocals,80.000,90.000,-21.494,1.000000
train,Young Griffo - Pennies,drums,80.000,90.000,-23.614,1.000000
train,Young Griffo - Pennies,bass,80.000,90.000,-19.109,1.000000
train,Young Griffo - Pennies,other,80.000,90.000,-23.154,1.000000
train,Young Griffo - Pennies,mixture,90.000,100.000,-17.275,1.000000
train,Young Griffo - Pennies,vocals,90.000,100.000,-24.866,0.615000
train,Young Griffo - Pennies,drums,90.000,100.000,-22.939,0.945000
train,Young Griffo - Pennies,bass,90.000,100.000,-20.625,0.975000
train,Young Griffo - Pennies,other,90.000,100.000,-27.114,1.000000
train,Young Griffo - Pennies,mixture,100.000,110.000,-17.183,1.000000
train,Young Griffo - Pennies,vocals,100.000,110.000,-23.942,0.725000
train,Young Griffo - Pennies,drums,100.000,110.000,-22.885,0.975000
train,Young Griffo - Pennies,bass,100.000,110.000,-20.789,0.975000
train,Young Griffo - Pennies,other,100.000,110.000,-27.179,1.000000
train,Young Griffo - Pennies,mixture,110.000,120.000,-16.011,1.000000
train,Young Griffo - Pennies,vocals,110.000,120.000,-22.813,0.845000
train,Young Griffo - Pennies,drums,110.000,120.000,-21.457,1.000000
train,Young Griffo - Pennies,bass,110.000,120.000,-20.380,0.880000
train,Young Griffo - Pennies,other,110.000,120.000,-24.697,0.880000
train,Young Griffo - Pennies,mixture,120.000,130.000,-15.746,1.000000
train,Young Griffo - Pennies,vocals,120.000,130.000,-22.010,1.000000
train,Young Griffo - Pennies,drums,120.000,130.000,-21.496,1.000000
train,Young Griffo - Pennies,bass,120.000,130.000,-19.922,0.870000
train,Young Griffo - Pennies,other,120.000,130.000,-24.690,0.860000
train,Young Griffo - Pennies,mixture,130.000,140.000,-15.679,1.000000
train,Young Griffo - Pennies,vocals,130.000,140.000,-22.163,0.950000
train,Young Griffo - Pennies,drums,130.000,140.000,-22.918,1.000000
train,Young Griffo - Pennies,bass,130.000,140.000,-19.362,0.935000
train,Young Griffo - Pennies,other,130.000,140.000,-23.728,0.930000
train,Young Griffo - Pennies,mixture,140.000,150.000,-15.193,1.000000
train,Young Griffo - Pennies,vocals,140.000,150.000,-21.516,1.000000
train,Young Griffo - Pennies,drums,140.000,150.000,-23.620,1.000000
train,Young Griffo - Pennies,bass,140.000,150.000,-18.701,1.000000
train,Young Griffo - Pennies,other,140.000,150.000,-23.015,1.000000
train,Young Griffo - Pennies,mixture,150.000,160.000,-14.909,1.000000
train,Young Griffo - Pennies,vocals,150.000,160.000,-20.699,1.000000
train,Young Griffo - Pennies,drums,150.000,160.000,-22.990,1.000000
train,Young Griffo - Pennies,bass,150.000,160.000,-18.874,1.000000
train,Young Griffo - Pennies,other,150.000,160.000,-22.690,1.000000
train,Young Griffo - Pennies,mixture,160.000,170.000,-14.212,1.000000
train,Young Griffo - Pennies,vocals,160.000,170.000,-18.522,1.000000
train,Young Griffo - Pennies,drums,160.000,170.000,-23.403,1.000000
train,Young Griffo - Pennies,bass,160.000,170.000,-18.670,1.000000
train,Young Griffo - Pennies,other,160.000,170.000,-22.245,1.000000
train,Young Griffo - Pennies,mixture,170.000,180.000,-15.021,1.000000
train,Young Griffo - Pennies,vocals,170.000,180.000,-20.835,0.680000
train,Young Griffo - Pennies,drums,170.000,180.000,-22.872,1.000000
train,Young Griffo - Pennies,bass,170.000,180.000,-19.085,1.000000
train,Young Griffo - Pennies,other,170.000,180.000,-22.552,1.000000
train,Young Griffo - Pennies,mixture,180.000,190.000,-17.255,1.000000
train,Young Griffo - Pennies,vocals,180.000,190.000,-240.000,0.000000
train,Young Griffo - Pennies,drums,180.000,190.000,-21.675,0.995000
train,Young Griffo - Pennies,bass,180.000,190.000,-20.900,0.750000
train,Young Griffo - Pennies,other,180.000,190.000,-24.571,0.865000
train,Young Griffo - Pennies,mixture,190.000,200.000,-17.209,1.000000
train,Young Griffo - Pennies,vocals,190.000,200.000,-240.000,0.000000
train,Young Griffo - Pennies,drums,190.000,200.000,-22.796,1.000000
train,Young Griffo - Pennies,bass,190.000,200.000,-20.391,0.860000
train,Young Griffo - Pennies,other,190.000,200.000,-23.438,1.000000
train,Young Griffo - Pennies,mixture,200.000,210.000,-20.730,1.000000
train,Young Griffo - Pennies,vocals,200.000,210.000,-74.014,0.000000
train,Young Griffo - Pennies,drums,200.000,210.000,-30.481,0.245000
train,Young Griffo - Pennies,bass,200.000,210.000,-22.336,0.950000
train,Young Griffo - Pennies,other,200.000,210.000,-27.518,1.000000
train,Young Griffo - Pennies,mixture,210.000,220.000,-19.596,1.000000
train,Young Griffo - Pennies,vocals,210.000,220.000,-32.352,0.260000
train,Young Griffo - Pennies,drums,210.000,220.000,-28.490,0.690000
train,Young Griffo - Pennies,bass,210.000,220.000,-22.124,1.000000
train,Young Griffo - Pennies,other,210.000,220.000,-25.331,1.000000
train,Young Griffo - Pennies,mixture,220.000,230.000,-18.425,1.000000
train,Young Griffo - Pennies,vocals,220.000,230.000,-24.844,0.880000
train,Young Griffo - Pennies,drums,220.000,230.000,-26.479,0.850000
train,Young Griffo - Pennies,bass,220.000,230.000,-22.193,1.000000
train,Young Griffo - Pennies,other,220.000,230.000,-24.811,1.000000
train,Young Griffo - Pennies,mixture,230.000,240.000,-17.364,1.000000
train,Young Griffo - Pennies,vocals,230.000,240.000,-23.074,0.990000
train,Young Griffo - Pennies,drums,230.000,240.000,-27.077,0.680000
train,Young Griffo - Pennies,bass,230.000,240.000,-20.912,1.000000
train,Young Griffo - Pennies,other,230.000,240.000,-24.528,1.000000
train,Young Griffo - Pennies,mixture,240.000,250.000,-18.812,1.000000
train,Young Griffo - Pennies,vocals,240.000,250.000,-25.616,0.645000
train,Young Griffo - Pennies,drums,240.000,250.000,-27.077,0.635000
train,Young Griffo - Pennies,bass,240.000,250.000,-22.078,1.000000
train,Young Griffo - Pennies,other,240.000,250.000,-25.544,1.000000
train,Young Griffo - Pennies,mixture,250.000,260.000,-28.541,0.720000
train,Young Griffo - Pennies,vocals,250.000,260.000,-85.388,0.000000
train,Young Griffo - Pennies,drums,250.000,260.000,-29.486,0.475000
train,Young Griffo - Pennies,bass,250.000,260.000,-36.873,0.675000
train,Young Griffo - Pennies,other,250.000,260.000,-41.392,0.415000
train,Young Griffo - Pennies,mixture,260.000,270.000,-77.528,0.000000
train,Young Griffo - Pennies,vocals,260.000,270.000,-240.000,0.000000
train,Young Griffo - Pennies,drums,260.000,270.000,-77.531,0.000000
train,Young Griffo - Pennies,bass,260.000,270.000,-240.000,0.000000
train,Young Griffo - Pennies,other,260.000,270.000,-104.980,0.000000
train,Young Griffo - Pennies,mixture,270.000,277.994,-240.000,0.000000
train,Young Griffo - Pennies,vocals,270.000,277.994,-240.000,0.000000
train,Young Griffo - Pennies,drums,270.000,277.994,-240.000,0.000000
train,Young Griffo - Pennies,bass,270.000,277.994,-240.000,0.000000
train,Young Griffo - Pennies,other,270.000,277.994,-240.000,0.000000
train,Helado Negro - Mitad Del Mundo,mixture,0.000,10.000,-31.465,0.955000
train,Helado Negro - Mitad Del Mundo,vocals,0.000,10.000,-75.743,0.000000
train,Helado Negro - Mitad Del Mundo,drums,0.000,10.000,-80.714,0.000000
train,Helado Negro - Mitad Del Mundo,bass,0.000,10.000,-79.163,0.000000
train,Helado Negro - Mitad Del Mundo,other,0.000,10.000,-31.465,0.955000
train,Helado Negro - Mitad Del Mundo,mixture,10.000,20.000,-26.757,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,10.000,20.000,-75.723,0.000000
train,Helado Negro - Mitad Del Mundo,drums,10.000,20.000,-80.699,0.000000
train,Helado Negro - Mitad Del Mundo,bass,10.000,20.000,-28.493,0.470000
train,Helado Negro - Mitad Del Mundo,other,10.000,20.000,-31.591,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,20.000,30.000,-18.315,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,20.000,30.000,-19.789,0.650000
train,Helado Negro - Mitad Del Mundo,drums,20.000,30.000,-29.471,0.640000
train,Helado Negro - Mitad Del Mundo,bass,20.000,30.000,-25.525,0.440000
train,Helado Negro - Mitad Del Mundo,other,20.000,30.000,-34.546,0.790000
train,Helado Negro - Mitad Del Mundo,mixture,30.000,40.000,-18.193,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,30.000,40.000,-20.740,0.870000
train,Helado Negro - Mitad Del Mundo,drums,30.000,40.000,-27.446,1.000000
train,Helado Negro - Mitad Del Mundo,bass,30.000,40.000,-23.540,0.620000
train,Helado Negro - Mitad Del Mundo,other,30.000,40.000,-32.182,0.820000
train,Helado Negro - Mitad Del Mundo,mixture,40.000,50.000,-18.300,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,40.000,50.000,-20.937,0.815000
train,Helado Negro - Mitad Del Mundo,drums,40.000,50.000,-27.776,1.000000
train,Helado Negro - Mitad Del Mundo,bass,40.000,50.000,-23.404,0.595000
train,Helado Negro - Mitad Del Mundo,other,40.000,50.000,-34.659,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,50.000,60.000,-17.156,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,50.000,60.000,-18.843,0.955000
train,Helado Negro - Mitad Del Mundo,drums,50.000,60.000,-27.214,1.000000
train,Helado Negro - Mitad Del Mundo,bass,50.000,60.000,-23.834,0.625000
train,Helado Negro - Mitad Del Mundo,other,50.000,60.000,-34.924,0.990000
train,Helado Negro - Mitad Del Mundo,mixture,60.000,70.000,-18.826,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,60.000,70.000,-20.943,0.725000
train,Helado Negro - Mitad Del Mundo,drums,60.000,70.000,-28.845,0.815000
train,Helado Negro - Mitad Del Mundo,bass,60.000,70.000,-25.046,0.470000
train,Helado Negro - Mitad Del Mundo,other,60.000,70.000,-32.149,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,70.000,80.000,-18.908,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,70.000,80.000,-19.548,0.830000
train,Helado Negro - Mitad Del Mundo,drums,70.000,80.000,-75.441,0.000000
train,Helado Negro - Mitad Del Mundo,bass,70.000,80.000,-31.036,0.205000
train,Helado Negro - Mitad Del Mundo,other,70.000,80.000,-30.037,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,80.000,90.000,-18.340,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,80.000,90.000,-19.507,0.760000
train,Helado Negro - Mitad Del Mundo,drums,80.000,90.000,-75.415,0.000000
train,Helado Negro - Mitad Del Mundo,bass,80.000,90.000,-26.330,0.625000
train,Helado Negro - Mitad Del Mundo,other,80.000,90.000,-29.646,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,90.000,100.000,-16.956,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,90.000,100.000,-18.592,0.805000
train,Helado Negro - Mitad Del Mundo,drums,90.000,100.000,-27.336,0.840000
train,Helado Negro - Mitad Del Mundo,bass,90.000,100.000,-23.848,0.640000
train,Helado Negro - Mitad Del Mundo,other,90.000,100.000,-33.526,0.750000
train,Helado Negro - Mitad Del Mundo,mixture,100.000,110.000,-16.953,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,100.000,110.000,-18.424,1.000000
train,Helado Negro - Mitad Del Mundo,drums,100.000,110.000,-27.534,1.000000
train,Helado Negro - Mitad Del Mundo,bass,100.000,110.000,-24.141,0.585000
train,Helado Negro - Mitad Del Mundo,other,100.000,110.000,-37.662,0.700000
train,Helado Negro - Mitad Del Mundo,mixture,110.000,120.000,-17.089,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,110.000,120.000,-18.729,0.980000
train,Helado Negro - Mitad Del Mundo,drums,110.000,120.000,-27.378,1.000000
train,Helado Negro - Mitad Del Mundo,bass,110.000,120.000,-23.732,0.630000
train,Helado Negro - Mitad Del Mundo,other,110.000,120.000,-34.858,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,120.000,130.000,-17.573,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,120.000,130.000,-19.820,1.000000
train,Helado Negro - Mitad Del Mundo,drums,120.000,130.000,-27.737,1.000000
train,Helado Negro - Mitad Del Mundo,bass,120.000,130.000,-23.323,0.710000
train,Helado Negro - Mitad Del Mundo,other,120.000,130.000,-34.477,1.000000
train,Helado Negro - Mitad Del Mundo,mixture,130.000,140.000,-17.590,1.000000
train,Helado Negro - Mitad Del Mundo,vocals,130.000,140.000,-19.558,1.000000
train,Helado Negro - Mitad Del Mundo,drums,130.000,140.000,-30.922,1.000000
train,Helado Negro - Mitad Del Mundo,bass,130.000,140.000,-23.498,0.740000
train,Helado Negro - Mitad Del Mundo,other,130.000,140.000,-29.663,0.995000
